source_shop,page,artist,title,format,url,ean,price_current,price_original,raw_name,description_snippet,scraped_at
dgmoutlet,19,Johnny Cash,At San Quentin,LP,https://www.dgmoutlet.nl/johnny-cash-at-san-quentin-lp/0888751119819,0888751119819,16.99,24.99,Johnny Cash - At San Quentin (LP),LP (VINYL) 1 plaat Engels augustus 2015. At San Quentin is het 31e album van Johnny Cash en in 1969 live opgenomen in de San Quentin staats gevangenis. Het album bereikte in 2003 al de triple platinum status en is verschillende keren genomineerd voor een Grammy Award (album van het jaar en beste mannelijke country performance voor het nummer 'A Boy Named Sue'). Tracklist Plaat 1. Johnny Cash & June Carter Cash & The Carter Family & The Statler Brothers - Wanted Man (Live) 2. Johnny Cash - Wreck of the old '97 (Live) 3. Johnny Cash - I Walk The Line (Live) 4. Johnny Cash & June Carter Cash & The Carter Family & The Statler Brothers - Darlin' Companion (Live) 5. Johnny Cash - Starkville city jail (Live) 6. Johnny Cash & June Carter Cash & The Carter Family & The Statler Brothers - San Quentin (Live) 7. Johnny Cash & June Carter Cash & The Carter Family & The Statler Brothers - San Quentin (Live) 8. Johnny Cash - A Boy Named Sue (Live) 9. Johnny Cash - (There'll Be) Peace In the Valley (Live) 10. Johnny Cash - Folsom Prison Blues (Live),2026-03-15T11:55:29.504559+00:00
dgmoutlet,19,Johnny Cash,More Cash,LP,https://www.dgmoutlet.nl/johnny-cash-more-cash-lp/8717662578328,8717662578328,16.99,22.99,Johnny Cash - More Cash (LP),LP Standard Edition 1 stuk(s) Introductie: 2019-02-21 Productbeschrijving More Cash is een album van Johnny Cash uit 2019 en is uitgebracht onder het label Cult Legends Tracklist 1. Folsom Prison Blues - Johnny Cash 2. Big River - Johnny Cash 3. Get Rhythm - Johnny Cash 4. Katy Too - Johnny Cash 5. Oh Lonesome Me - Johnny Cash 6. Train Of Love - Johnny Cash 7. Luther Played The Boogie - Johnny Cash 8. Wreck Of Old ' 97 - Johnny Cash 9. Rock Island Line - Johnny Cash 10. Remember The Alamo - Johnny Cash 11. Bonanza - Johnny Cash 12. You're The Nearest Thing To Heaven - Johnny Cash 13. Thanks A Lot - Johnny Cash 14. Mean Eyed Cat - Johnny Cash 15. It's Just About Time - Johnny Cash 16. I Love You Because - Johnny Cash 17. Hey Good Lookin' - Johnny Cash 18. You Win Again - Johnny Cash 19. Country Boy - Johnny Cash 20. Come In Stranger - Johnny Cash,2026-03-15T11:55:29.504559+00:00
dgmoutlet,19,Johnny Cash,The Essential Johnny Cash,LP,https://www.dgmoutlet.nl/johnny-cash-the-essential-johnny-cash-lp/0888751506510,0888751506510,21.99,29.99,Johnny Cash - The Essential Johnny Cash (LP),"LP (VINYL) 2 platen Engels juli 2016 Verzamelalbum. The Essential serie is een reeks waarbij een selectie gemaakt is van de beste tracks van de betreffende artiest, die zijn verzameld op 2 lp's. Op The Essential Johnny Cash hoor je de beste nummers van Johnny Cash. Tracklist Plaat 1 1. Johnny Cash - Hey Porter 2. Johnny Cash - Cry Cry Cry 3. Johnny Cash - I Walk The Line 4. Johnny Cash - Get Rhythm 5. Johnny Cash - There You Go 6. Johnny Cash - Ballad Of A Teenage Queen (mono) 7. Johnny Cash - Big River (mono) 8. Johnny Cash - Guess Things Happen That Way (mono) 9. Johnny Cash - All over again 10. Johnny Cash - Don't Take Your Guns To Town 11. Johnny Cash - Five Feet High And Rising 12. Johnny Cash - The Rebel - Johnny Yuma 13. Johnny Cash - Tennessee Flat-Top Box 14. Johnny Cash - I Still Miss Someone 15. Johnny Cash - Ring Of Fire Tracklist Plaat 2 1. Johnny Cash - The Ballad Of Ira Hayes 2. The Carter Family & Johnny Cash - Orange Blossom Special 3. Johnny Cash & June Carter Cash - It Ain't Me, Babe 4. Johnny Cash - The One On The Right Is On The Left 5. Johnny Cash & June Carter Cash - Jackson 6. Johnny Cash & June Carter & The Carter Family & The Statler Brothers - Folsom Prison Blues (Live) 7. Johnny Cash - Daddy Sang Bass 8. Bob & Cash, Johnny Dylan - Girl from the North Country 9. Johnny Cash - A Boy Named Sue (Live) 10. June Carter Cash & Johnny Cash - If I Were a Carpenter (Live in Denmark) 11. Johnny Cash - Sunday Morning Coming Down 12. Johnny Cash - Man In Black 13. Johnny Cash - One Piece At A Time",2026-03-15T11:55:29.504559+00:00
dgmoutlet,19,Johnny Cash,The Greatest Hits 1955 - 1962,LP,https://www.dgmoutlet.nl/johnny-cash-the-greatest-hits-1955-1962-lp/8717662575068,8717662575068,16.99,23.99,Johnny Cash - The Greatest Hits 1955 - 1962 (LP),"LP (VINYL) 1 plaat Engels februari 2018. Johnny Cash was een Amerikaanse singer-songwriter, gitarist, acteur en auteur. Hoewel hij voornamelijk word herinnerd als een pictogram van een countrymuziek, omarmden zijn genre-overspannen nummers en geluid rock-'n-roll, rockabilly, blues, folk en gospel. Deze cross-over aantrekkingskracht won Cash de zeldzame eer van meerdere inducties in de Country Music, Rock and Roll en Gospel Music Halls of Fame. Dit album bevat de grootste hits van Johnny Cash, opgenomen in de periode tussen 1955 en 1962. Tracklist Plaat 1. Cry! Cry! Cry! 2. So Doggone Lonesome 3. I Walk The Line 4. There You Go 5. Next in Line 6. Home Of The Blues 7. Ballad Of A Teenage Queen 8. Guess Things Happen That Way 9. The Ways Of A Woman In Love 10. All Over Again 11. Don't Take Your Guns To Town 12. Frankie Man's Johnny 13. I Got Stripes 14. Seasons Of My Heart 15. Second Honeymoon 16. The Rebel - Johnny Yuma 17. Tennessee Flat-Top Box 18. The Big Battle",2026-03-15T11:55:29.504559+00:00
dgmoutlet,19,Johnny Hallyday,Performer,2 LP - Limited Edition,https://www.dgmoutlet.nl/johnny-hallyday-performer-2-lp-limited-edition/AS600753969564,600753969564,29.99,67.99,Johnny Hallyday - Performer (2 LP) (Limited Edition),LP Limited Edition 2 stuk(s) Introductie: 2022-11-25 Productbeschrijving Performer is een album van Johnny Hallyday uit 2022 en is uitgebracht onder het label Mercury Tracklist 1 1. Poème Sur La 7Ème - Johnny Hallyday 2. Cet Homme Que Voila - Johnny Hallyday 3. Quand Un Homme Devient Fou - Johnny Hallyday 4. Ne Me Quitte Pas - Johnny Hallyday 5. Aimer Vivre - Johnny Hallyday 6. Je Ne Suis Pas Un Héros - Johnny Hallyday 7. L'hymne A L'amour - Johnny Hallyday 8. Chanson D'émilie Jolie Et Du Grand Oiseau - Natacha Boulenger Johnny Hallyday Tracklist 2 1. Ce Que Je Sais - Johnny Hallyday 2. Quelques Cris - Johnny Hallyday 3. Le Coeur En Deux - Johnny Hallyday 4. M'arrêter La - Johnny Hallyday 5. Et Maintenant - Johnny Hallyday 6. La Quête - The Impossible Dream (The Quest) - Johnny Hallyday 7. Non Je Ne Regrette Rien - Johnny Hallyday 8. Ça N'finira Jamais - Johnny Hallyday 9. Quand On N'a Que L'amour - Johnny Hallyday,2026-03-15T11:55:29.504559+00:00
dgmoutlet,19,Johnny Hallyday,Rester Vivant Tour,3LP,https://www.dgmoutlet.nl/johnny-hallyday-rester-vivant-tour-3lp/AS0190295923624,0190295923624,44.99,59.99,Johnny Hallyday - Rester Vivant Tour (3LP),"LP Nieuw .kaft is licht beschadigd. LPStandard Edition3 stuk(s)Introductie: 2016-10-21 Jean-Philippe Smet, onder pseudoniem Johnny Hallyday, is geboren te Parijs in 1943. Naast zanger is hij in het Franse medialandschap ook gekend als acteur.Rester Vivant is reeds het 59e studioalbum van Johnny Hallyday. Het album werd opgenomen in Brussel, slechts 4 dagen na de tragische aanslagen van 22 maart 2016. Jean-Philipe zelf vond het naar aanleiding van deze gebeurtenis een emotioneel en intens moment om dit album te maken. Het zijn 3 LP’s geworden met maar liefst 28 tracks die gepubliceerd zijn in zijn albums van de jaren 1970. Tracklist 11. Johnny Hallyday - Intro (Live 2016)2. Johnny Hallyday - Rester vivant (Live 2016)3. Johnny Hallyday - O Carole (Live 2016)4. Johnny Hallyday - Noir c'est noir (Live 2016)5. Johnny Hallyday - Requiem pour un fou (Live 2016)6. Johnny Hallyday - J'ai pleuré ma guitare (Live 2016)7. Johnny Hallyday - Au café de l'avenir (Live 2016)8. Johnny Hallyday - Oh, ma jolie Sarah (Live 2016)9. Johnny Hallyday - Quelque chose de Tennessee (Live 2016)Tracklist 21. Johnny Hallyday - Gabrielle (Live 2016)2. Johnny Hallyday - De l'amour (Live 2016)3. Johnny Hallyday - La fille de l'été dernier (Live 2016)4. Johnny Hallyday - Mystery Train (Live 2016)5. Johnny Hallyday - Blue suede shoes (Live 2016)6. Johnny Hallyday - Je te promets (Live 2016)7. Johnny Hallyday - L'envie (Live 2016)8. Johnny Hallyday - Fils de personne (en duo avec Yarol Poupaud) (Live 2016)9. Johnny Hallyday - Le pénitencier (Live 2016)Tracklist 31. Johnny Hallyday - Mon coeur qui bat (en duo avec Yodelice) (Live 2016)2. Johnny Hallyday - Ma gueule (Live 2016)3. Johnny Hallyday - L'idole Des Jeunes (Live 2016)4. Johnny Hallyday - Seul (Live 2016)5. Johnny Hallyday - Nadine (Live 2016)6. Johnny Hallyday - Que Je T'Aime (Live 2016)7. Johnny Hallyday - Allumer le feu (Live 2016)8. Johnny Hallyday - Victime de l'amour (Live 2016)9. Johnny Hallyday - Toute la musique que j'aime (Live 2016)10. Johnny Hallyday - Quand on a que l'amour (Live 2016)",2026-03-15T11:55:29.504559+00:00
dgmoutlet,19,Joki Freund Sextet,Yogi Jazz,LP - Limited Edition - Remastered,https://www.dgmoutlet.nl/joki-freund-sextet-yogi-jazz-lp-limited-edition-remastered/0889397106287,0889397106287,24.99,34.99,Joki Freund Sextet - Yogi Jazz (LP) (Limited Edition) (Remastered),"LPRemastered1 stuk(s)Introductie: 2018-10-13 ProductbeschrijvingYogi Jazz van het Joki Freund Sextet is een jazzalbum dat geldt als het meesterwerk van de Duitse componist en multi-instrumentalist Joki Freund. Het album werd oorspronkelijk opgenomen in de jaren zestig en verscheen in een gelimiteerde, geremasterde LP-uitgave.De muziek is doordrenkt van de invloed van Coltrane en laat een uniek Europese benadering van de jazz horen. In deze bezetting spelen jonge muzikanten die later grote faam zouden verwerven. De stijl beweegt tussen post bop en hard bop, met een uitgesproken ""cool"" en originele sfeer die het album een zeldzame schoonheid geeft.Yogi Jazz werd oorspronkelijk uitgebracht in 1964.Tracklist1. Caravan - Joki -Sextet- Freund2. Aisha - Joki -Sextet- Freund3. The Caribbean Ringo - Joki -Sextet- Freund4. Killer Joe - Joki -Sextet- Freund5. Hl 20 - Joki -Sextet- Freund6. Yogiana - Joki -Sextet- Freund",2026-03-15T11:55:29.504559+00:00
dgmoutlet,19,Jonathan Jeremiah,Good Day,CD | LP,https://www.dgmoutlet.nl/jonathan-jeremiah-good-day-cd-lp/5414940016277,5414940016277,20.99,29.99,Jonathan Jeremiah - Good Day (CD | LP),"LP + CDStandard Edition1 stuk(s)Introductie: 2018-08-31ProductbeschrijvingGood Day van Jonathan Jeremiah is een album dat zich duidelijk positioneert binnen het genre pop, met invloeden uit soul en klassieke singer-songwriter traditie. Dit vierde studioalbum werd uitgebracht in het jaar 2018 op zowel CD als LP en werd opgenomen in de befaamde Konk Studios, waar Jeremiah behalve een band ook een 19-koppige strijk- en blazerssectie bijeenbracht. Hierdoor ademt het album een warme, organische sfeer die sterk leunt op de samenwerking van muzikanten en rijke arrangementen, zonder de koude precisie van digitale productie.De sound op Good Day nodigt uit tot aandachtig luisteren dankzij de analoge benadering en tijdloze melodieën, waarin gevoel centraal staat. Jeremiah citeert het belang van ‘gevoel’ in muziek en is er op gericht dat zijn muziek de luisteraar juist daardoor weet te raken. Good Day is hierdoor geen retro-oefening, maar een eigenzinnige moderne interpretatie van klassieke pop, soul en folk, die liefhebbers van warme, authentieke popmuziek zeker weet te bekoren.LP 11:Good day2:Mountain3:The stars are out4:Long night5:Deadweight6:Hurt no more7:Foot track magic8:No-one9:U-bahn (it's not too late for us)10:Shimmerlove11:Yes in a heartbeatCD1:Good day2:Mountain3:The stars are out4:Long night5:Deadweight6:Hurt no more7:Foot track magic8:No-one9:U-bahn (it's not too late for us)10:Shimmerlove11:Yes in a heartbeat",2026-03-15T11:55:29.504559+00:00
dgmoutlet,20,Jord,Tundra,LP - Limited Edition - Coloured Vinyl,https://www.dgmoutlet.nl/jord-tundra-lp-limited-edition-coloured-vinyl/AS8715392234019,8715392234019,24.99,35.99,Jord - Tundra (LP) (Limited Edition) (Coloured Vinyl),LP Limited Edition 1 stuk(s) Introductie: 2023-11-03 Productbeschrijving Thundra is een album van Jord uit 2023 en is uitgebracht onder het label Napalm Records Tracklist 1. Mara - Jord 2. Själens Död - Jord 3. The Fall - Jord 4. Vilddjurets Vrede - Jord 5. Snöfödd - Jord 6. Kyla - Jord 7. Tundra - Jord,2026-03-15T11:55:34.549548+00:00
dgmoutlet,20,Jorja Smith,Falling Or Flying,LP,https://www.dgmoutlet.nl/jorja-smith-falling-or-flying-lp/197188163228,197188163228,17.99,24.99,Jorja Smith - Falling Or Flying (LP),"LP Standard Edition 1 stuk(s) Introductie: 2023-09-29 Productbeschrijving Jorja Smith is nu officieel terug!Smith heeft de details van haar zeer geanticipeerde tweede album bekend gemaakt. De singles 'Try Me' en 'Little Things', maakte al de nodige indruk en gaf een mooie voorbode voor de plaat die op 29 september 2023 uit moet komen. Tracklist 1. Jorja Smith - Try Me 2. Jorja Smith - She Feels 3. Jorja Smith - Little Things 4. Jorja Smith - Flights (Skit) 5. Jorja Smith - Feelings (Feat. J Hus) 6. Jorja Smith - Falling Or Flying 7. Jorja Smith - Go Go Go 8. Jorja Smith - Try and Fit In 9. Jorja Smith - Greatest Gift (Feat. Lila Iké) 10. Jorja Smith - Broken Is the Man 11. Jorja Smith - Make Sense 12. Jorja Smith - Too Many Times 13. Jorja Smith - Lately 14. Jorja Smith - BT69 JJY (Skit) 15. Jorja Smith - Backwards 16. Jorja Smith - What If My Heart Beats Faster?",2026-03-15T11:55:34.549548+00:00
dgmoutlet,20,Josh Groban,Gems,LP,https://www.dgmoutlet.nl/josh-groban-gems-lp/0093624835554,0093624835554,34.99,46.99,Josh Groban - Gems (LP),"LPStandard Edition2 stuk(s)Introductie: 2025-06-13 Gems van Josh Groban, met release datum 13 juni 2025, bevat de volgende nummers: ""You Are Loved (Don’t Give Up) "", ""To Where You Are "", ""Granted"", ""You’re Still You"" en meer.Deze versie van Gems verschijnt als een 2xLP. LP 11:Be alright2:Alla luce del sole3:You are loved (don t give up)4:You raise me up5:To where you are6:Awake7:Granted8:Pure imagination9:You re still you10:EvermoreLP 21:Open hands2:February song3:Somewhere over the rainbow4:When you say you love me5:All i ask of you (from the phantom of the opera)6:Bridge over troubled water7:Broken vow8:Per te9:The impossible dream",2026-03-15T11:55:34.549548+00:00
dgmoutlet,20,Journey,Frontiers World Tour '83,2 LP - Coloured Vinyl,https://www.dgmoutlet.nl/journey-frontiers-world-tour-83-2-lp-coloured-vinyl/AS8717662598005,8717662598005,24.99,35.99,Journey - Frontiers World Tour '83 (2 LP) (Coloured Vinyl),"lp Nieuw in originele sealing. Kaft op de hoek (licht) verbogen.LPColoured Vinyl2 stuk(s)Introductie: 2025-02-28Journey's Frontiers World Tour 1983 legt de band vast op het hoogtepunt van hun populariteit tijdens hun Frontiers-tour. Het concert werd uitgevoerd in het Lloyd Noble Center in Norman, Oklahoma, en toont hun opwindende podiumuitstraling en dynamische muzikaliteit, wat een krachtige arena-rockervaring oplevert. Als onderdeel van de tour ter ondersteuning van hun Frontiers-album, benadrukt dit optreden Journey tijdens een van de meest gevierde tijdperken van hun carrière. Met een energieke show e n een connectie met het publiek, illustreert het waarom Journey een van de bepalende rockbands van de jaren 80 werd.TracklistChain Reaction - JourneyWheel In The Sky - JourneyLine Of Fire - JourneySend Her My Love - JourneyStill They Ride - JourneyOpen Arms - JourneyNo More Lies (Neal Schon & Jan Hammer cover) - JourneyBack Talk - JourneyEdge Of The Blade - JourneyJonathan Cain Keyboards - JourneyRubicon - JourneySteve Smith Drums - JourneyEscape - JourneyFaithfully - JourneyWho's Crying Now - JourneyDon't Stop Believin' - JourneyStone In Love - JourneyKeep On Runnin' - JourneyLights - Journey",2026-03-15T11:55:34.549548+00:00
dgmoutlet,20,Joyce DiDonato,In War And Peace,LP,https://www.dgmoutlet.nl/joyce-didonato-in-war-and-peace-lp/190295928414,190295928414,19.99,29.99,Joyce DiDonato - In War And Peace (LP),"""Misschien wel haar meest persoonlijke project tot nu toe. Samen met deze gethematiseerde collectie aan Barok muziek vraagt Didonato de existentiële vraag:“in het midden van chaos, hoe vind je dan rust?”. Haar hoop is daarmee “to steer conversation and discourse to peace and to help all of us find peace in our lives in a dynamic way.”In War and Peace is opgenomen samen met Il Promo d’Oro onder leiding van Maxim Emelyanychev. Het programma bestaat uit 15 aria’s verdeeld in twee selecties: War , en Peace. Beide secties bevatten muziek van Handel en Purcell , waaronder een stuk uit DidoenAeneas zowel als Almirena’s hartverscheurende ‘Lascia ch’io pianga’ uit Rinaldo.Een stuk uit Monteverdi’s Il ritorno d’Ulisse is onderdeel van ‘Peace’ , welke afsluit met Cleopatra’s optimistische ‘Da tempeste il legno infranto’ uit Giulio Cesare.Tracklist Plaat1. Jeptha~Scenes of Horror, scenes of woe2. Andromaca~Prendi quel ferro, o barbaro!3. Giulio Cesare~Vani sono i lamenti…Svegliatevi nel core4. The Indian Queen~They tell us that you mighty powers above5. Agrippina~Pensieri, voi mi tormentate6. Dido and Aeneas~Dido’s Lament: Thy hand, Belinda… When I am laid in earth7. Rinaldo~Lascia ch’io pianga8. Bonduca or the British Heroine~Oh! Lead me to some peaceful gloom9. Rinaldo~Augelletti che cantate10. Attilio Regolo~Sprezza il furor del vento11. The Indian Queen~Why should men quarrel?12. Attilio Regolo~Par che di Giubilo13. Susanna~Lead me, oh lead me to some cool retreat… Crystal streams in murmurs flowing14. Il ritorno di Ulisse in patria~Illustratevi, o cieli15. Giulio Cesare~Da tempeste il legno infranto",2026-03-15T11:55:34.549548+00:00
dgmoutlet,20,Jozef Wissem & Jim Jarmusch,The Day The Angels Cried,LP,https://www.dgmoutlet.nl/jozef-wissem-jim-jarmusch-the-day-the-angels-cried-lp/AS0637962713312,0637962713312,22.99,35.99,Jozef Wissem & Jim Jarmusch - The Day The Angels Cried (LP),"LP Standard Edition 1 stuk(s) Introductie: 2025-06-13 Productbeschrijving The Day The Angels Cried is een album van Jozef Wissem & Jim Jarmusch uit 2025 en is uitgebracht onder het label Incunabulum Tracklist 1. Josef Van Wissem & Jim Jarmusch - Concerning Celestial Hierarchy 2. Josef Van Wissem & Jim Jarmusch - The Day the Angels Cried 3. Josef Van Wissem & Jim Jarmusch - The First Language 4. Josef Van Wissem & Jim Jarmusch - She Burns in Devotion, Her Virtue Sweet Like Honey 5. Josef Van Wissem & Jim Jarmusch - There Is No Answer 6. Josef Van Wissem & Jim Jarmusch - To Those Who Mourn 7. Josef Van Wissem & Jim Jarmusch - Concerning the Law of Angels",2026-03-15T11:55:34.549548+00:00
dgmoutlet,20,Juaneco Y Su Combo,Masters Of Chicha Vol 1,LP,https://www.dgmoutlet.nl/juaneco-y-su-combo-masters-of-chicha-vol-1-lp/AS0881626915516,0881626915516,24.99,34.99,Juaneco Y Su Combo - Masters Of Chicha Vol 1 (LP),LP Nieuw in originelen seal. Kaft op de hoek licht verbogen. LPStandard Edition1 stuk(s)Introductie: 2015-06-19 Masters Of Chicha Vol 1 is een album van Juaneco Y Su Combo uit 2015 en is uitgebracht onder het label Differant Distribution Tracklist1. Juaneco y Su Combo - Mujer Hllandera2. Juaneco y Su Combo - Caballito Nocturno3. Juaneco y Su Combo - Un Shipibo En España4. Juaneco y Su Combo - Linda Nena5. Juaneco y Su Combo - El Peleito Bailarin6. Juaneco y Su Combo - Ya Se Ha Muerto Mi Abuelo7. Juaneco y Su Combo - El Llanto De Ayaimama8. Juaneco y Su Combo - Me Robaron Mi Runamula9. Juaneco y Su Combo - Vacilando Con Ayahuasca10. Juaneco y Su Combo - El Agua Del Higueron11. Juaneco y Su Combo - El Hijo De La Runamula12. Juaneco y Su Combo - El Brujo13. Juaneco y Su Combo - La Patadita14. Juaneco y Su Combo - Dale Juaneco15. Juaneco y Su Combo - A La Fiesta De San Juan16. Juaneco y Su Combo - Recordando a Fachin,2026-03-15T11:55:34.549548+00:00
dgmoutlet,20,Juiceboxxx,Freaked Out American Loser,LP,https://www.dgmoutlet.nl/juiceboxxx-freaked-out-american-loser/0842803014712,0842803014712,17.99,36.99,Juiceboxxx - Freaked Out American Loser,LP (VINYL) 1 plaat juli 2017. Tracklist Plaat 1. Freaking Out 2. Brutalizing 3. Go to the Club Alone 4. Destruction and Redemption 5. Guts and Tension 6. Lifers and Losers 7. Permanent Brain Damage 8. No Good Way to Grow Up 9. Freaked Out American Loser,2026-03-15T11:55:34.549548+00:00
dgmoutlet,20,,Jules et Jim / Tirez sur le Pianiste LP,LP,https://www.dgmoutlet.nl/jules-et-jim-tirez-sur-le-pianiste-lp/0889397381196,0889397381196,22.99,32.99,Jules et Jim / Tirez sur le Pianiste LP,LP1 stuk(s)Introductie: 2015-04-07 Jules Et Jim - Tirez.. is een lp van George Delerue Tracklist1. Georges Delerue - Jules et Jim2. Georges Delerue - Vacances3. Georges Delerue - Tourbillon4. Georges Delerue - Retrouvailles a L' Auberge de la Becasse5. Georges Delerue - Brouillard (1)6. Georges Delerue - Jules et Therese7. Georges Delerue - Confession au clair de lune8. Georges Delerue - Brouillard (2)9. Georges Delerue - Jim et Catherine10. Georges Delerue - Charlie11. Georges Delerue - Charlie et Lena12. Georges Delerue - Rock13. Georges Delerue - Au Restaurant L' Arbois14. Georges Delerue - Theme d'amour15. Georges Delerue - Monologue16. Georges Delerue - Poursuite17. Georges Delerue - Theme de Fin,2026-03-15T11:55:34.549548+00:00
dgmoutlet,20,Julia Holter,Have You In My Wilderness LP,LP,https://www.dgmoutlet.nl/julia-holter-have-you-in-my-wilderness-lp/AS0887828034116,0887828034116,24.99,34.99,Julia Holter - Have You In My Wilderness LP,"LP Nieuw in originelen seal. Kaft op de hoeklicht verbogen. LPStandard Edition1 stuk(s)Introductie: 2015-09-24 Have You In My Wilderness van Julia Holter, met release datum 24 september 2015, bevat de volgende nummers: ""How Long?"", ""Sea Calls Me Home"", ""Everytime Boots"", ""Vasquez"" en meer.Deze versie van Have You In My Wilderness verschijnt als een 1xLP.Het product bevat een ondoorzichtig vinyl. Tracklist1. HOLTER, JULIA - FEEL YOU2. HOLTER, JULIA - SILHOUETTE3. HOLTER, JULIA - HOW LONG?4. HOLTER, JULIA - LUCETTE STRANDED ON THE ISLAND5. HOLTER, JULIA - SEA CALLS ME HOME6. HOLTER, JULIA - NIGHT SONG7. HOLTER, JULIA - EVERYTIME BOOTS8. HOLTER, JULIA - BETSY ON THE ROOF9. HOLTER, JULIA - VASQUEZ10. HOLTER, JULIA - HAVE YOU IN MY WILDERNESS",2026-03-15T11:55:34.549548+00:00
dgmoutlet,20,Julian Sas,Miles And Memories,LP,https://www.dgmoutlet.nl/julian-sas-miles-and-memories-lp/AS0850295006344,0850295006344,16.99,26.99,Julian Sas - Miles And Memories (LP),"LP Standard Edition 1 stuk(s) Introductie: 2025-02-21 Productbeschrijving Het nieuwe album 'Miles And Memories' van Julian Sas markeert de terugkeer van de gitaarheld naar zijn favoriete bandbezetting - het klassieke blues-rock trio - zang/gitaar bas en drums. Waarbij in dit geval de nadruk wat meer op de rock en een fractie minder op de blues ligt. Op 'Miles And Memories' kijkt Julian tekstueel terug op '30 jaar on the road'. 30 jaar van muziek maken, reizen en nog meer muziek maken. Een jubileum dat niet gevierd wordt met een, voor de hand liggend, carriére overzicht maar met een spetterend gloednieuw album! Tracklist 1. Miles And Memories (A-Seite) - Julian Sas 2. Midst Of Madness - Julian Sas 3. Light Finds A Way - Julian Sas 4. One Step Closer To Hell - Julian Sas 5. Hiding Place (B-Seite) - Julian Sas 6. Getting Tougher Every Day - Julian Sas 7. Kindred Spirits - Julian Sas 8. Ain't Comin' Back - Julian Sas",2026-03-15T11:55:34.549548+00:00
dgmoutlet,20,Julio Iglesias,His Ultimate Collection,LP,https://www.dgmoutlet.nl/julio-iglesias-his-ultimate-collection-lp/0196588649417,0196588649417,15.99,21.99,Julio Iglesias - His Ultimate Collection (LP),"LP Standard Edition 1 stuk(s) Introductie: 2023-11-03 Compilatie Productbeschrijving JULIO IGLESIAS is één van de meest succesvolle latin artiesten aller tijden, met ontelbare hits en een carrière van al meer dan 50 jaar. Op deze 180 grams LP staan vijftien van zijn grootste successen, zowel Spaanstalig als Engelstalig, zoals “Un Canto A Galicia”, “Quieremo Mucho”, “Manuela”, “Quiero”, “I've Got You Under My Skin”, “Quiereme” en “Moonlight Lady”. Tracklist 1. Quiereme Mucho - Julio Iglesias 2. Milonga (Medley) (Milonga Sentimental/Vivo) - Julio Iglesias 3. Un Sentimental - Julio Iglesias 4. Quiero - Julio Iglesias 5. Amor - Julio Iglesias 6. Volver A Empezar (Begin The Beguine) - Julio Iglesias 7. I've Got You Under My Skin - Julio Iglesias 8. Un Canto A Galicia (Galician Version) - Julio Iglesias 9. Quiereme - Julio Iglesias 10. Manuela - Julio Iglesias 11. Amor De Mis Amores (Que Nada Sepa Mi Sufrir) - Julio Iglesias 12. De Niña A Mujer - Julio Iglesias 13. El Amor (La Tendresse) - Julio Iglesias",2026-03-15T11:55:34.549548+00:00
dgmoutlet,20,Justin Timberlake,The 20/20 Experience 2 of 2,LP,https://www.dgmoutlet.nl/justin-timberlake-the-20-20-experience-2-of-2-lp/0196588929212,0196588929212,30.99,41.99,Justin Timberlake - The 20/20 Experience 2 of 2 (LP),"LP Standard Edition 2 stuk(s) Introductie: 2024-06-21 Tracklist 1 1. Gimme What I Don't Know (i Want) - Timberlake, Justin 2. True Blood - Timberlake, Justin 3. Cabaret - Timberlake, Justin, Feat. Drake 4. Tko - Timberlake, Justin 5. Take Back The Night - Timberlake, Justin 6. Murder - Timberlake, Justin, Feat. Jay Z Tracklist 2 1. Drink You Away - Timberlake, Justin 2. You Got It On - Timberlake, Justin 3. Amnesia - Timberlake, Justin 4. Only When I Walk Away - Timberlake, Justin 5. Not A Bad Thing - Timberlake, Justin 6. Pair Of Wings - Timberlake, Justin",2026-03-15T11:55:34.549548+00:00
dgmoutlet,20,Justin Timberlake- Everything I Thought It Was,,1LP,https://www.dgmoutlet.nl/justin-timberlake-everything-i-thought-it-was-1lp/AS0196588731013,0196588731013,24.99,62.99,Justin Timberlake- Everything I Thought It Was - (1LP),"LP 1 stuk(s) Introductie: 2024-03-15 Productbeschrijving Justin Timberlake (1LP) - Everything I Thought It WasVandaag kondigt de meermaals bekroonde artiest Justin Timberlake zijn nieuwe album EVERYTHING I THOUGHT IT WAS aan. Het album belooft gevuld te zijn met aanstekelijke melodieën en de iconische soulvolle zang van Justin Timberlake. Het nieuwe studio album bevat o.a. de single 'Selfish' welke geproduceerd is door Cirkut (Dr. Luke, Katy Perry, Ava Max). Tracklists Tracklist 1 1. Justin Timberlake - Memphis 2. Justin Timberlake - F**kin' Up the Disco 3. Justin Timberlake - No Angels 4. Justin Timberlake - Play 5. Justin Timberlake - Technicolor 6. Justin Timberlake - Drown 7. Justin Timberlake - Liar (Feat. Fireboy DML) 8. Justin Timberlake - Infinity Sex 9. Justin Timberlake - Love & War Tracklist 2 1. Justin Timberlake - Sanctified (Feat. Tobe Nwigwe) 2. Justin Timberlake - My Favorite Drug 3. Justin Timberlake - Flame 4. Justin Timberlake - Imagination 5. Justin Timberlake - What Lovers Do 6. Justin Timberlake - Selfish 7. Justin Timberlake - Alone 8. Justin Timberlake - Paradise (Feat. *SYNC) 9. Justin Timberlake - Conditions",2026-03-15T11:55:34.549548+00:00
